,g.id,g.gender,g.age,g.nas,g.province,g.city,g.education,g.occupation,o.indoor,o.outdoor,o.media,o.sports,o.free.offer,o.difficult.quit,o.harm.general,o.harm.water,o.har.fruit.taste,o.work.restriction,o.now.use,n.previous.use,n.why.combined,n.why.choices,n.friend.use,n.meet.friend,n.reaction.family,n.reaction.friend,n.public.indoor.use,n.public.indoor.use.days,n.public.outdoor.use,n.public.outdoor.use.days,n.offer.accept,c.age,c.reason.use.combined,c.reason.use.choices,c.use.quantity,c.morning.affinity,c.light.time,c.hours.affinity,c.which.difficult,c.affinity.sickness,c.where.first,c.how.first,c.enjoy.cigarette,c.restriction.bother,c.effect.increase.friends,c.increases.respect,c.suggest.family.friends,cq.willing.quit,cq.quit.commit,cq.reason.quit.combined,cq.reason.quit.choices,cq.quit.times,cq.quit.interval,cq.last.quit,cq.reason.unsuccessful.quit,cq.quit.methods,cq.quit.negative.combined,cq.quit.negative.choices,cq.ca.quit.again,cq.quit.supporter,h.age,h.main.reason.combined,h.main.reason.choices,h.use.quantity,h.morning.affinity,h.light.time,h.hours.affinity,h.spend.time,h.tobaco.class,h.which.difficult,h.affinity.sickness,h.where.first,h.how.first,h.enjoy.hooka,h.restriction.bother,h.effect.increase.friends,h.increases.respect,h.suggest.family.friends,hq.willing.quit,hq.quit.commit,hq.reason.quit.combined,hq.reason.quit.choices,hq.quit.times,hq.quit.interval,hq.last.quit,hq.reason.unsuccessful.quit,hq.quit.methods,hq.quit.negative.combined,hq.quit.negative.choices,hq.ca.quit.again,hq.quit.supporter,r.shortness,r.productive.cough,r.reduced.capacity,r.respiratory.doctor,r.respiratory.diagnosis,p.p,p.p.code,p.spam,p.date.start,p.date.finish,test.s,test.f,test.len,start.date,start.time,finish.date,finish.time
28,skNW,M,20,143,خراسان جنوبي,بيرجند,Bachelors,student,Yes sir,Yes sir,No,No,No,No idea,Yes sir,No,It is no different from traditional,Yes,I do not consume at all,No,NA,0,No,NA,Recommended to leave,Recommended to leave,No,NA,No,NA,I definitely do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,no never,I agree to some extent,No,NA,I'm not a questioner,NA,NA,1400/02/19-19:31:53,1400/02/19-19:35:46,1400-02-19 19:31:53,1400-02-19 19:35:46,233,1400/02/19,19:31:53,1400/02/19,19:35:46
29,ZRgF,M,25,142,یزد,يزد,Bachelors,Student,No idea,Yes sir,No,No,No,Yes sir,Yes sir,Yes sir,"It hurts, but very little",No,I do not consume at all,No,NA,0,Yes sir,Less than three days a week,I can not point out,Control and reduce traffic,No,NA,No,NA,I definitely do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,no never,I agree to some extent,No,NA,I'm not a questioner,NA,NA,1400/02/19-17:32:36,1400/02/19-17:37:40,1400-02-19 17:32:36,1400-02-19 17:37:40,304,1400/02/19,17:32:36,1400/02/19,17:37:40
30,65w9,F,31,140,تهران,تهران,diplomas,housewife,Yes sir,No,No,Yes sir,Yes sir,Yes sir,Yes sir,No,It is no different from traditional,No,Hookah fan,No,NA,0,Yes sir,Less than three days a week,I can not point out,I can not point out,Yes sir,5 to 6 days ago,Yes sir,A week ago,Maybe I will accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,Only when you have a cold or infection,I disagree,No,NA,I'm not a questioner,NA,NA,1400/02/19-17:22:18,1400/02/19-17:26:31,1400-02-19 17:22:18,1400-02-19 17:26:31,253,1400/02/19,17:22:18,1400/02/19,17:26:31
31,ZDHs,M,28,139,زنجان,خرمدره,Bachelors,Employee,Yes sir,No idea,No,No,No,No,Yes sir,No,It is no different from traditional,Yes,Hookah fan,Yes,It is harmful to my health-----,1,Yes sir,Less than three days a week,Advice not to smoke in my presence,I can not point out,Yes sir,3 to 4 days ago,Yes sir,3 to 4 days ago,I probably do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,no never,I completely disagree,No,NA,I'm not a questioner,NA,NA,1400/02/19-17:17:38,1400/02/19-17:22:19,1400-02-19 17:17:38,1400-02-19 17:22:19,281,1400/02/19,17:17:38,1400/02/19,17:22:19
32,99JH,F,29,142,فارس,شيراز,Bachelors,Free,No,Yes sir,Yes sir,No,Yes sir,Yes sir,Yes sir,No,"It hurts, but very little",Yes,I do not consume at all,No,NA,0,Yes sir,More than three days a week,Advice not to smoke in my presence,I can not point out,No,NA,No,NA,I definitely do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,no never,I completely disagree,No,NA,I'm not a questioner,NA,NA,1400/02/19-17:12:50,1400/02/19-17:15:39,1400-02-19 17:12:50,1400-02-19 17:15:39,169,1400/02/19,17:12:50,1400/02/19,17:15:39
33,zPFs,F,25,142,خوزستان,اهواز,Bachelors,I'm looking for a job,Yes sir,No idea,No,No,No,Yes sir,Yes sir,No,It is no different from traditional,No,I do not consume at all,No,NA,0,Yes sir,Less than three days a week,Recommended to leave,I do not care,No,NA,No,NA,I definitely do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,Only when you have a cold or infection,I agree to some extent,No,NA,I'm not a questioner,NA,NA,1400/02/15-11:26:33,1400/02/15-11:32:32,1400-02-15 11:26:33,1400-02-15 11:32:32,359,1400/02/15,11:26:33,1400/02/15,11:32:32
34,Sut8,F,45,142,فارس,فسا,pre-university,housewife,Yes sir,Yes sir,No,No,No,Yes sir,Yes sir,No,It is no different from traditional,Yes,I do not consume at all,No,NA,0,Yes sir,Less than three days a week,I can not point out,I can not point out,No,NA,No,NA,I definitely do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,For a short time,Only when you have a cold or infection,I disagree,No,NA,I'm not a questioner,NA,NA,1400/02/14-17:44:44,1400/02/14-17:52:25,1400-02-14 17:44:44,1400-02-14 17:52:25,461,1400/02/14,17:44:44,1400/02/14,17:52:25
35,5vqc,M,34,138,تهران,تهران,Masters,I'm looking for a job,Yes sir,Yes sir,No,No,No,Yes sir,Yes sir,No,"It hurts, but very little",No,Hookah fan,Yes,----I do not have access-,1,Yes sir,More than three days a week,I do not care,I do not care,Yes sir,1 to 2 days ago,Yes sir,1 to 2 days ago,I probably do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,sometimes,Yes - a few days a month,I agree to some extent,Yes sir,I do not know,I'm not a questioner,NA,NA,1400/02/13-22:53:37,1400/02/13-23:07:59,1400-02-13 22:53:37,1400-02-13 23:07:59,862,1400/02/13,22:53:37,1400/02/13,23:07:59
36,p6Dr,M,32,140,فارس,نودان,PhDs and above,Student,No,No,Yes sir,Yes sir,No,No,No,Yes sir,"Yes, it is completely harmless",No,Hookah fan,Yes,----I do not have access-,1,Yes sir,More than three days a week,I do not care,I do not care,Yes sir,A week ago,No,NA,I definitely accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,Only when you have a cold or infection,I completely disagree,No,NA,I'm not a questioner,NA,NA,1400/02/13-22:26:21,1400/02/13-22:32:25,1400-02-13 22:26:21,1400-02-13 22:32:25,364,1400/02/13,22:26:21,1400/02/13,22:32:25
37,BcIL,F,50,139,فارس,فسا,diplomas,housewife,Yes sir,Yes sir,No,No,No,No,Yes sir,No,It is no different from traditional,Yes,I do not consume at all,No,NA,0,Yes sir,More than three days a week,Advice not to smoke in my presence,Advise not to be in my presence,Yes sir,1 to 2 days ago,Yes sir,3 to 4 days ago,I definitely do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,most of the time,Yes - most days of the week,I completely disagree,Yes sir,Asthma,I'm not a questioner,NA,NA,1400/02/13-21:39:06,1400/02/13-21:44:37,1400-02-13 21:39:06,1400-02-13 21:44:37,331,1400/02/13,21:39:06,1400/02/13,21:44:37
38,xy9y,M,34,121,فارس,شيراز,Bachelors,manual worker,Yes sir,Yes sir,No,No,Yes sir,Yes sir,Yes sir,Yes sir,It is no different from traditional,No,Professional cigarettes,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,----Life pressure and stress-------,1,11 to 20 yarns (about one envelope),10,5 minutes to half an hour,Early morning,Early morning,Yes,The way to school,Out of curiosity,I strongly disagree,No,They have fewer friends,It does not matter,No,Yes,Yes,--For the sake of my children-Recommendation of health personnel----,2,Two to three times,6-1 months,More than a year ago,Difficulties,Only by personal will,-Boredom-Excessive cough and sputum---,2,Yes,I have no support,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,For a short time,Yes - every day,I agree to some extent,Yes sir,Asthma,I'm not a questioner,NA,NA,1400/02/13-18:18:01,1400/02/13-21:20:09,1400-02-13 18:18:01,1400-02-13 21:20:09,10928,1400/02/13,18:18:01,1400/02/13,21:20:09
39,6eh5,F,19,141,تهران,تهران,Bachelors,Student,No idea,No,No,No,No,Yes sir,Yes sir,No,It is no different from traditional,Yes,I do not consume at all,No,NA,0,Yes sir,Less than three days a week,Recommended to leave,I do not care,No,NA,No,NA,I probably do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,sometimes,Only when you have a cold or infection,I disagree,Yes sir,Asthma,I'm not a questioner,NA,NA,1400/02/13-18:14:23,1400/02/13-18:17:31,1400-02-13 18:14:23,1400-02-13 18:17:31,188,1400/02/13,18:14:23,1400/02/13,18:17:31
40,Uoa6,M,48,138,تهران,تهران,middle,manual worker,No idea,No idea,No,No,No,No,Yes sir,No idea,It is no different from traditional,No,I do not consume at all,Yes,It is harmful to my health-----High cost of consumption,2,Yes sir,More than three days a week,Control and reduce traffic,Control and reduce traffic,Yes sir,1 to 2 days ago,Yes sir,1 to 2 days ago,I definitely do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,Yes - most days of the week,I agree to some extent,No,NA,I'm not a questioner,NA,NA,1400/02/13-17:34:18,1400/02/13-17:42:19,1400-02-13 17:34:18,1400-02-13 17:42:19,481,1400/02/13,17:34:18,1400/02/13,17:42:19
41,qcTa,F,57,142,تهران,تهران,Masters,Employee,Yes sir,Yes sir,Yes sir,No,No,No,Yes sir,No,It is no different from traditional,Yes,I do not consume at all,No,NA,0,No,NA,Recommended to leave,Control and reduce traffic,No,NA,No,NA,I definitely do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,Only when you have a cold or infection,I completely disagree,Yes sir,Asthma,I'm not a questioner,NA,NA,1400/02/13-16:38:47,1400/02/13-16:46:19,1400-02-13 16:38:47,1400-02-13 16:46:19,452,1400/02/13,16:38:47,1400/02/13,16:46:19
42,kC3x,M,21,140,فارس,شيراز,Bachelors,Employee,No,No,No,No,No,No idea,No idea,No idea,"It hurts, but very little",Yes,Cigarette butts,Yes,It is harmful to my health-----,1,Yes sir,Less than three days a week,I do not care,I do not care,No,NA,Yes sir,A week ago,Maybe I will accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,sometimes,Only when you have a cold or infection,I completely disagree,No,NA,I'm not a questioner,NA,NA,1400/02/13-16:24:27,1400/02/13-16:29:31,1400-02-13 16:24:27,1400-02-13 16:29:31,304,1400/02/13,16:24:27,1400/02/13,16:29:31
43,dKyz,M,58,143,فارس,افزر,Masters,Employee,Yes sir,Yes sir,No,No,No,Yes sir,Yes sir,No,"It hurts, but very little",Yes,I do not consume at all,No,NA,0,No,NA,Advice not to smoke in my presence,Advise not to be in my presence,No,NA,No,NA,I definitely do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,no never,I completely disagree,No,NA,I'm not a questioner,NA,NA,1400/02/13-16:22:14,1400/02/13-16:25:51,1400-02-13 16:22:14,1400-02-13 16:25:51,217,1400/02/13,16:22:14,1400/02/13,16:25:51
44,lGqk,M,58,121,تهران,تهران,Bachelors,Free,Yes sir,No,No,No,No,Yes sir,Yes sir,No,It is no different from traditional,No,Professional cigarettes,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Gain peace--Gain pleasure---------,2,11 to 20 yarns (about one envelope),0,More than an hour,the night,Early morning,Yes,When having fun,Out of curiosity,No idea,No,has no effect,No,No,Yes,Yes,-----Tired of consumption--other,2,Two to three times,More than a year,Seven to twelve months ago,Smoking around,Only by personal will,High desire to consume-----,1,Yes,First class family,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,most of the time,Only when you have a cold or infection,I disagree,Yes sir,Asthma,I'm not a questioner,NA,NA,1400/02/13-16:16:08,1400/02/13-16:26:50,1400-02-13 16:16:08,1400-02-13 16:26:50,642,1400/02/13,16:16:08,1400/02/13,16:26:50
45,e2iG,F,38,142,خوزستان,اهواز,diplomas,housewife,Yes sir,No,No,No,No,Yes sir,Yes sir,No,It is no different from traditional,No,I do not consume at all,Yes,---I am not interested--,1,No,NA,I do not care,I can not point out,No,NA,No,NA,I probably do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,no never,I completely disagree,No,NA,I'm not a questioner,NA,NA,1400/02/13-16:13:34,1400/02/13-16:17:48,1400-02-13 16:13:34,1400-02-13 16:17:48,254,1400/02/13,16:13:34,1400/02/13,16:17:48
46,06lx,F,34,143,تهران,تهران,Masters,housewife,Yes sir,Yes sir,No,No,No,No,Yes sir,No,It is no different from traditional,Yes,I do not consume at all,No,NA,0,No,NA,Recommended to leave,I do not care,No,NA,No,NA,I definitely do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,no never,I completely disagree,No,NA,I'm not a questioner,NA,NA,1400/02/13-16:12:32,1400/02/13-16:17:31,1400-02-13 16:12:32,1400-02-13 16:17:31,299,1400/02/13,16:12:32,1400/02/13,16:17:31
47,S2WI,F,38,139,خوزستان,دزفول,Masters,Free,No,No,No,No,No,No,No idea,No idea,"It hurts, but very little",Yes,Hookah fan,Yes,----I do not have access-,1,Yes sir,More than three days a week,I do not care,I do not care,Yes sir,3 to 4 days ago,Yes sir,3 to 4 days ago,Maybe I will accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,no never,I completely disagree,No,NA,I'm not a questioner,NA,NA,1400/02/13-16:11:35,1400/02/13-16:16:46,1400-02-13 16:11:35,1400-02-13 16:16:46,311,1400/02/13,16:11:35,1400/02/13,16:16:46
48,6plf,F,37,142,تهران,تهران,Bachelors,Free,Yes sir,Yes sir,No,No,No,Yes sir,Yes sir,No,It is no different from traditional,No,I do not consume at all,No,NA,0,Yes sir,More than three days a week,I can not point out,I can not point out,No,NA,No,NA,I definitely do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,Only when you have a cold or infection,I completely disagree,No,NA,I'm not a questioner,NA,NA,1400/02/13-15:58:28,1400/02/13-16:06:07,1400-02-13 15:58:28,1400-02-13 16:06:07,459,1400/02/13,15:58:28,1400/02/13,16:06:07
49,mwzF,F,53,140,فارس,شيراز,middle,housewife,Yes sir,Yes sir,No,No,No,No,Yes sir,No,It is no different from traditional,No,I do not consume at all,Yes,It is harmful to my health-Harmful to the health of others----,2,Yes sir,Less than three days a week,Recommended to leave,Recommended to leave,No,NA,No,NA,I probably do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,most of the time,Yes - a few days a month,I agree to some extent,No,NA,I'm not a questioner,NA,NA,1400/02/13-14:26:41,1400/02/13-14:47:55,1400-02-13 14:26:41,1400-02-13 14:47:55,1274,1400/02/13,14:26:41,1400/02/13,14:47:55
50,qpzb,M,38,143,فارس,شيراز,Bachelors,Free,No,Yes sir,No,No,No,Yes sir,Yes sir,No,It is no different from traditional,No,I do not consume at all,No,NA,0,No,NA,Recommended to leave,Control and reduce traffic,No,NA,No,NA,I definitely do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,Only when you have a cold or infection,I do not know,No,NA,I'm not a questioner,NA,NA,1400/02/13-13:07:10,1400/02/13-13:12:40,1400-02-13 13:07:10,1400-02-13 13:12:40,330,1400/02/13,13:07:10,1400/02/13,13:12:40
51,Qi0g,F,41,142,فارس,شيراز,Masters,I'm looking for a job,Yes sir,Yes sir,No,No,No,Yes sir,Yes sir,No,It is no different from traditional,Yes,I do not consume at all,No,NA,0,No,NA,Advice not to smoke in my presence,I can not point out,No,NA,Yes sir,A week ago,I definitely do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,sometimes,Only when you have a cold or infection,I do not know,No,NA,I'm not a questioner,NA,NA,1400/02/13-12:29:04,1400/02/13-12:32:37,1400-02-13 12:29:04,1400-02-13 12:32:37,213,1400/02/13,12:29:04,1400/02/13,12:32:37
52,71zi,F,50,142,اصفهان,اصفهان,Bachelors,housewife,Yes sir,Yes sir,No,No,No,No idea,Yes sir,No,It is no different from traditional,Yes,I do not consume at all,No,NA,0,Yes sir,More than three days a week,Advice not to smoke in my presence,Control and reduce traffic,No,NA,No,NA,I definitely do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,Only when you have a cold or infection,I completely disagree,No,NA,I'm not a questioner,NA,NA,1400/02/13-12:23:46,1400/02/13-12:29:35,1400-02-13 12:23:46,1400-02-13 12:29:35,349,1400/02/13,12:23:46,1400/02/13,12:29:35
53,OxVG,M,47,140,فارس,شيراز,Bachelors,Free,Yes sir,Yes sir,Yes sir,Yes sir,No,No,Yes sir,No,It is no different from traditional,Yes,Cigarette butts,Yes,It is harmful to my health-----,1,Yes sir,Less than three days a week,Recommended to leave,Recommended to leave,No,NA,Yes sir,3 to 4 days ago,Maybe I will accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,no never,I completely disagree,No,NA,I'm not a questioner,NA,NA,1400/02/13-12:19:19,1400/02/13-12:26:22,1400-02-13 12:19:19,1400-02-13 12:26:22,423,1400/02/13,12:19:19,1400/02/13,12:26:22
54,kJR6,M,37,140,فارس,شيراز,Bachelors,Employee,Yes sir,Yes sir,No,No,No,Yes sir,Yes sir,No,It is no different from traditional,Yes,I do not consume at all,Yes,It is harmful to my health-Harmful to the health of others----,2,Yes sir,More than three days a week,Advice not to smoke in my presence,Control and reduce traffic,No,NA,No,NA,I definitely do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,Only when you have a cold or infection,I completely disagree,No,NA,I'm not a questioner,NA,NA,1400/02/13-12:13:14,1400/02/13-12:19:58,1400-02-13 12:13:14,1400-02-13 12:19:58,404,1400/02/13,12:13:14,1400/02/13,12:19:58
55,ZBCW,F,30,139,فارس,فسا,Bachelors,housewife,Yes sir,Yes sir,Yes sir,No,Yes sir,Yes sir,Yes sir,No,It is no different from traditional,No,I do not consume at all,No,NA,0,Yes sir,Less than three days a week,Recommended to leave,I can not point out,Yes sir,A week ago,Yes sir,A week ago,I definitely do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,sometimes,Only when you have a cold or infection,I agree to some extent,Yes sir,seasonal allergy,I'm not a questioner,NA,NA,1400/02/13-12:03:07,1400/02/13-12:13:05,1400-02-13 12:03:07,1400-02-13 12:13:05,598,1400/02/13,12:03:07,1400/02/13,12:13:05
56,PRic,M,48,143,فارس,شيراز,Masters,Employee,Yes sir,Yes sir,No,No,No,Yes sir,Yes sir,No idea,It is no different from traditional,Yes,I do not consume at all,No,NA,0,No,NA,Control and reduce traffic,Recommended to leave,No,NA,No,NA,I definitely do not accept,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,never,Only when you have a cold or infection,I completely disagree,No,NA,I'm not a questioner,NA,NA,1400/02/13-12:00:11,1400/02/13-12:11:04,1400-02-13 12:00:11,1400-02-13 12:11:04,653,1400/02/13,12:00:11,1400/02/13,12:11:04
